Loss of blood is an important cause of shock .	Electricians get accustomed to occasional shocks .	0
2004 : Most people used pliers , scissors , rubber gloves and knives to try to prise open products . — BBC News .	1919 : I think he must have been trying to prise open that box yonder when he was attacked . — Sax Rohmer , The Quest of the Sacred Slipper .	1
Peeling potatoes is a drag .	He went to the party dressed in drag .	0
She was humming an air from Beethoven .	Her hand stopped in mid air .	0
The ball hit the fence .	The movie hits theaters in December .	0
The story is false , so far as I can discover .	I discovered what he should do .	1
Hit a ball .	He hit a home run .	0
Remember to tip the waiter .	Tip the screen upward .	0
I had to break a $ 100 bill just to buy the candy .	The wholesaler broke the container loads into palettes and boxes for local retailers .	1
Philip 's dwelling fronted on the street . - Alfred Tennyson .	I was doing dwelling in the cave .	1
He is playing third .	Now put it into third .	0
The governor should act on the new energy bill .	Think before you act .	1
Do n't ride me so hard over my failure .	Let it ride .	0
It was my good luck to be there .	They say luck is a lady .	1
A piano was in one corner of the room .	The corners of the wire mesh were reinforced with little blobs of solder .	0
It just wo n't make much difference to me .	There were irreconcilable differences .	0
I believe it 's your deal .	I did n't have a good deal all evening .	1
Shoot a goal .	In my round of golf yesterday I shot a 76 .	1
She did n't get his name when they met the first time .	The ice storm got my hibiscus .	0
The integrity of the nervous system is required for normal development .	They admired his scrupulous professional integrity .	0
Did you two break the trolley by racing with it ?	The bus we travelled in broke down on the way to town .	1
Fall prey to an imposter .	Her hair fell across her forehead .	0
To advance one 's interests .	We are advancing technology every day .	0
The written part of the exam .	Please turn to Part I , Chapter 2 .	1
Follow the trail .	Follow a pattern .	0
Dress the patient .	He was dressed in the latest fashions .	1
He lost his place on the page .	A political system with no place for the less prominent groups .	0
My library subscription is about to expire .	The deed was attested by the subscription of his signature .	0
They are expecting a large vote .	The Supreme Court upheld the principle of one person , one vote .	0
Strengthen the relations between the two countries .	This exercise will strengthen your upper body .	1
Pick meat from a bone .	Pick up the tab .	0
Throw a shoe .	Throw a glance .	0
A place in my heart .	He has a special place in my thoughts .	1
C. 1925 : Come , force the gates with crowbars , prise them apart ! — Jack Lindsay , translation of Lysistrata .	2004 : Most people used pliers , scissors , rubber gloves and knives to try to prise open products . — BBC News .	1
The sleeves come to your knuckles .	Come into the room .	0
What do you get when you add up these numbers ?	Get nauseous .	0
He does n't know how to use a computer .	Use this knife to slice the bread .	1
He arrived five minutes late , but to his credit he did work an extra ten minutes at the end of his shift .	Give her credit for trying .	1
He cut a sorry figure standing there in the rain .	He made a figure of Santa Claus .	0
The check will clear within 2 business days .	The sky cleared after the storm .	0
If you leave now you might catch him .	She really caught the spirit of the place in her drawings .	0
It was a miracle that he survived the drop from that height .	There was a drop in pressure in the pulmonary artery .	0
Fix breakfast for the guests , please .	I was fixing to leave town after I paid the hotel bill .	0
The key to solving this problem is persistence .	The key to development is economic integration .	1
The harmonic series has been much studied .	They were investigating a series of bank robberies .	0
Charm is his most endearing property .	A study of the physical properties of atomic particles .	1
Those clouds show little sign of raining soon .	They welcomed the signs of spring .	1
A dedicated line .	I ca n't follow your line of reasoning .	0
Come into contact with a terrorist group .	Winter comes after autumn .	1
How fast does your new car go ?	These luxuries all had to go under the Khmer Rouge .	0
Only the top side of the box was painted .	He stared as she buttoned her top .	0
We can not admit non-members into our club building .	To admit a serious thought into the mind .	1
Break a promise .	Break a law .	1
England scored a goal at the death to even the score at one all .	It was the death of all his plans .	0
How great thou art !	It 's quite an art .	1
They paid taxes on every stage of the operation .	A large-scale farming operation .	1
She managed to catch herself before telling her boss what was on her mind .	He caught the allusion in her glance .	0
I was hoping for a yes .	Was that a yes ?	1
The citizens mark the anniversary of the revolution with a march and a parade .	This sign marks the border .	0
He operated a bank of switches .	A huge bank of earth .	0
This species of snake will only attack humans if it feels threatened .	Hitler attacked Poland on September 1 , 1939 and started World War II .	1
The formation of crystals .	The formation of gas in the intestine .	1
There 's a cranky curmudgeon working at the hospital who gives all the patients and other doctors flak .	John Doe 's old age and stubborn aversion to new ideas make him a curmudgeon of a candidate .	1
Then we embarked on the second stage of our Caribbean cruise .	We went out of town together by stage about ten or twelve miles .	0
In a small number of horses , muscle weakness may progress to paralysis .	The weakness of the span was overlooked until it collapsed .	0
To audit the accounts of a treasure , or of parties who have a suit depending in court .	Audit accounts and tax returns .	1
Scratch that remark .	Do n't scratch your insect bites !	0
She made a copy of the designer dress .	Please bring me the copies of those reports .	1
Now that we 're all in agreement , we can put that issue to rest .	The ocean was finally at rest .	1
The cattle roam across the prairie .	The gypsies roamed the woods .	1
Uncork the French wine .	Uncork a bottle of wine .	1
Turn the legs of the table .	Turn a somersault .	0
Our sense of sight enables us to locate objects in space .	Locate the boundaries of the property .	1
She read the sky and predicted rain .	I ca n't read his strange behavior .	1
He 's just been released from Shadwell nick prison after doing ten years for attempted murder .	He was arrested and taken down to Sun Hill nick police station to be charged .	1
The question of disease merits serious discussion .	There was a question of which material to use .	1
To fall off a point .	They sailed south around the point .	0
Raise from the dead .	Raise a protest .	0
You 'll be sent home if you pull another stunt like that .	He regularly pulls 12-hour days , sometimes 14 .	1
Cut the songs .	She cut all of her major titles again .	1
I did n't have any coins to pay with , so I used a note .	He detected a note of sarcasm .	0
Cats stretch with equal ease and agility beyond the point that breaks a man on the rack .	I stretched the rubber band until it almost broke .	0
Play football .	Pele played for the Brazilian teams in many important matches .	1
His nomination was hotly protested .	There was keen competition for the nomination .	1
All you ever think about is sex .	They had sex in the back seat .	1
Dog is a hyponym of animal .	"A is a hyponym of B means that "" A is a type of B. "" ."	1
He 's a meticulous dresser .	She 's an elegant dresser .	1
Unemployment is a serious social evil .	The rate of unemployment is an indicator of the health of an economy .	1
The name Cézanne is written with an acute accent .	The room was decorated in shades of grey with distinctive red accents .	0
You can create the color orange by mixing yellow and red .	He created a new movement in painting .	1
Will $ 100 do ?	We did 6 miles on our hike every day .	0
He put the lamp back in its place .	A place in my heart .	0
Membership of this golf club is limited to those of quality and wealth .	This school is well-known for having teachers of high quality .	0
Keep your cool .	He keeps bees .	0
Fall prey to an imposter .	They fell out of favor .	1
The number 6 is the image of 3 under f that is defined as f(x ) = 2*x .	The image of f(x) = x^2 is the set of all non - negative real numbers if the domain of the function is the set of all real numbers .	1
He stuck the point of the knife into a tree .	A row of points .	0
Jones came in third .	A distant third .	1
The path of a meteor , of a caravan , or of a storm .	Genius usually follows a revolutionary path .	0
The letters “ a ” , “ n ” and “ d ” spell “ and ” .	I 'm afraid this spells trouble !	0
The whole room was cheering .	The room was on its feet .	1
A four-month stay in bankruptcy court .	A lengthy hospital stay .	1
He played a shtik Beethoven .	Play it straight with no shtik .	0
The floor of the pelvis .	He is a floor trader .	0
IBM received an order for a hundred computers .	The machine is now in working order .	0
In this reaction , the acid and base will neutralize each other , producing a salt .	The announcement of the verdict brought a violent reaction .	0
The best poker players can tell if the opponents have a good hand by looking at their expression .	Her expression changed from joy to misery after realising her winning lottery ticket had expired .	1
These luxuries all had to go under the Khmer Rouge .	This violinist is as good as Juilliard-trained violinists go .	0
He had no clear picture of himself or his world .	He described his mental picture of his assailant .	1
How much is the damage ?	What 's the damage ? he asked the waiter .	1
The foot of the mountain .	His bare feet projected from his trousers .	0
This sofa wo n't go with the chairs .	We should go farther in this matter .	0
Can you follow her argument ?	When he lectures , I can not follow .	1
She did n't get to Chicago until after midnight .	The blow got him in the back .	0
Do you want to work after the age of 60 ?	My wife never worked .	1
If it was n't subsidized , the nonprofit would be bankrupt .	Employees of a nonprofit rarely make as much as greedy counterparts in the commercial world .	1
The roll of a ball .	Calculate the roll of that aircraft .	0
An estimate of what it would cost .	Many factors are involved in any estimate of human life .	0
Point a gun .	Point the letter .	0
Work one 's muscles .	My personal trainer works me hard .	1
Ground the electrical connections for safety reasons .	The storm grounded the ship .	0
They had sex in the back seat .	( The believers ... those ... ) who abstain from sex .	1
Please erase the formula on the blackboard -- it is wrong !	The Turks erased the Armenians in 1915 .	0
I fail to understand your motives .	A number of banks failed that year .	0
Do n't make this into a big deal .	He made a fool of himself at the meeting .	1
Execute the decision of the people .	Your orders have been executed , sir !	1
A channel is typically what you rent from a telephone company .	The channel is created by bonding the signals from these four pairs .	1
The war on poverty .	"In the US , conservatives rail against the "" war on Christmas "" ."	1
The climate had the softness of the south of France .	Softness is not something permitted of good leaders .	0
A body of precedents .	A body of doctrine .	1
In the interest of safety .	Victorian furniture is an interest of mine .	0
Give her recognition for trying .	Molecular recognition drives all of biology , for instance , hormone and receptor or antibody-antigen interactions or the organization of molecules into larger biologically active entities .	0
The sheets feel soft .	The ground feels shaky .	1
The spaceship came under the pull of the gas giant .	The pull of the current .	1
The gravitation between two bodies is proportional to the product of their masses and inversely proportional to the square of the distance between them .	Gravitation är svagare än elektromagnetismen , men påverkar all materia och energi .	1
Georgie Fame plays all types of keyboards including electric piano , organ , and Hammond organ .	The organ of the communist party .	0
We had to cut short the conversation .	Cut the noise .	1
Rack one 's brains .	Rack a camera .	0
"The "" war on drugs "" is a campaign against the use of narcotic drugs ."	The war against crime .	1
Halt in the name of the law .	He had no sons and there was no one to carry on his name .	0
You do n't have the stuff to be a United States Marine .	The trunk was full of stuff .	0
Walk down the street .	He lives on Nassau Street .	1
She has a heart of gold .	The child was as good as gold .	1
He had no documents confirming his title to his father 's estate .	I can never remember movie titles .	0
Have , throw , or make a party .	The horse threw its rider .	0
The story is false , so far as I can discover .	Turning the corner , I discovered a lovely little shop .	1
He placed a phone call to London .	The salesman 's call on a customer .	0
I ca n't use this tool .	Use this knife to slice the bread .	1
I shall be writing to you soon .	The sky is blue .	1
A training session .	A gossip session .	1
Convert lead into gold .	He converted his garden into a tennis court .	1
His instructions deliberately gave them the wrong set .	The sets were meticulously authentic .	0
They got an early start .	The movie was entertaining from start to finish .	0
Education is the door to success .	We closed the door to Haitian immigrants .	1
We had to dress quickly .	Marlene dressed herself .	1
Standing on the corner watching all the girls go by .	In many corners of the world they still practice slavery .	0
You would be a dingbat even to try it .	Yet here he was with an upper class dingbat who just happened to be married to his sister .	1
Can you work an electric drill ?	This pilot works the controls .	1
Beat one 's foot rhythmically .	I beat the traffic .	0
The connection between church and state is inescapable .	The connection between overeating and obesity .	1
Fall into a strange way of thinking .	Fall prey to an imposter .	1
The story is false , so far as I can discover .	I discovered what to do .	1
Membership of this golf club is limited to those of quality and wealth .	While being impulsive can be great for artists , it is not a desirable quality for engineers .	0
This project is his baby .	Hey baby , what are you doing later ?	0
I 'll offset the time difference locally .	To offset one charge against another .	1
Please , help !	Can you help me carry this table ?	1
You 'll be sent home if you pull another stunt like that .	Pull your knees towards your chin .	0
It is not known who created this piece .	I need to rest for a piece .	0
She loves to ride her new motorcycle through town .	The child rode on his mother 's hips .	0
There as a trail of blood .	The trail led straight to the perpetrator .	0
He has a smooth line but I did n't fall for it .	A dedicated line .	0
Does my policy cover accidental loss ?	The insurance wo n't cover this .	1
Turn the dial to 10 .	Turn the heat down .	1
The home crowd cheered when Princeton took the field .	There are several species of wild flowers growing in this field .	1
Suffer a terrible fate .	His grades suffered .	0
After the battle the soldier had trouble rejoining his unit .	The coach said the offensive unit did a good job .	1
The lighted ribbon of traffic .	A mere ribbon of land .	1
To assign counsel for a prisoner .	The teacher assigned him to lead his classmates in the exercise .	1
Tension holds the belt in the pulleys .	The direction of maximum tension moves asymptotically toward the direction of the shear .	0
Raise a siege .	Raise a family .	0
Files with a red tab will be stored separately .	The filing cards were organized by cards having indexed tabs .	1
How fast does your new car go ?	This door goes to the basement .	0
Corruption of a minor .	The luxury and corruption among the upper classes .	0
The military academy at West Point .	Academies of literature and philology .	0
I 've practiced the piano off and on , and I still ca n't play very well .	He plays the flute .	1
Let 's save the packaging in case we need to send the product back .	He saves half his salary .	1
This dish could use a touch of garlic .	With the lights out , she had to rely on touch to find her desk .	0
Mount a horse .	The rider mounted his horse .	1
I do n't have any money left .	I have two years left .	1
That tree was hit by lightning .	The lightning was hot enough to melt the sand .	1
Close up an umbrella .	They closed the deal on the building .	0
Anne Boleyn placed her head on the block and awaited her execution .	The pyramids were built with large stone blocks .	1
Teenagers follow their friends in everything .	Follow these simple rules .	0
Draw a conclusion .	Draw a line .	0
Leave lots of time for the trip .	At what time does your train leave ?	0
Stand the test of time .	She stands 6 feet tall .	0
Begin a cigar .	My property begins with the three maple trees .	0
Turn your face to the wall .	Ivory turns well .	0
Fall into a strange way of thinking .	Fall asleep .	1
Snap your fingers .	When her baby died , she snapped .	0
I can not bear his constant criticism .	She is bearing his child .	0
Play fair .	Play it safe .	1
Prepare a report .	The prince was prepared to become King one day .	0
He looked at her for ten full minutes before recognition dawned .	Increasing recognition that diabetes frequently coexists with other chronic diseases .	0
Did you get it ?	She did n't get the joke .	1
A set of golf clubs .	A set of books .	1
We have a big barrel to catch the rainwater .	Catch the mood .	0
Air pollution .	A smell of chemicals in the air .	1
I need to rest for a piece .	He needed a piece of granite .	0
Turn the clay on the wheel .	Turn the legs of the table .	1
Take two aspirin and call me in the morning .	The ship will call in Honolulu tomorrow .	0
Shoot a basket .	Shoot a goal .	1
He was a member of a special police unit .	The reduced the number of units and installations .	1
Set the table .	Set the tray down .	0
He drew a heart and called it a valentine .	He had a change of heart .	0
Nuts shell in falling .	The corn shelled .	1
A few words would answer .	She answered the door .	0
Strike a bargain .	Strike fire from the flintstone .	0
A bad reaction to the medicine .	The forces of reaction carried the election .	0
Charlie likes to play Mary .	Princeton plays Yale this weekend .	1
The price of gasoline .	I paid a high price for my folly .	1
A bald spot .	A leopard 's spots .	1
Throw accusations at someone .	She threw a beautiful teapot .	0
The washing machine wo n't go unless it 's plugged in .	Her face went red with anger .	0
To set glass in a sash .	The sun sets early these days .	0
Draw parallels .	Draw a conclusion .	1
Please follow the guide through the museum .	She followed a guru for years .	0
Appeal to somebody for help .	The idea of a vacation appeals to me .	0
I asked for a hot drink .	Likes a drink before dinner .	1
It worked up to right now .	Now is a good time to do it .	1
Point a chimney .	Point the letter .	0
They gave him emotional support during difficult times .	His support kept the family together .	1
Our grant has run out and we can not keep you on .	Keep my seat , please .	0
He attributes the disappointing results to softness in the economy .	Orders have recently picked up after a period of extreme softness .	1
This piano has a wonderful touch .	She likes the touch of silk on her skin .	0
Turn your face to the wall .	She is turning 50 this year .	0
Beat a path through the forest .	Beat one 's breast .	0
You can not get water out of a stone .	We 'll get them !	0
He was unable to make his motion because he could n't get recognition by the chairman .	Increasing recognition that diabetes frequently coexists with other chronic diseases .	0
This will save money .	I 'll save you the trouble .	1
A channel is typically what you rent from a telephone company .	The English Channel lies between France and England .	0
The familiar conflict between Republicans and Democrats .	His conflict of interest made him ineligible for the post .	0
Find the product of two numbers .	She found the time and energy to take care of her aging parents .	0
The resolution of one dissonance is often the preparation for another dissonance .	Preparations for the ceremony had begun .	0
An armed guard sat in the box with the driver .	The flowchart contained many boxes .	0
Swing back .	Swing forward .	1
US date : 05/24/08 = Tuesday , May 24th , 2008 . UK date : 24/05/08 = Tuesday 24th May 2008 .	The date of a letter , of a will , of a deed , of a coin , etc .	1
Keep food for a week in the pantry .	I keep my specimens under glass to protect them .	0
I gather from Aunty May that you had a good day at the match .	Let 's gather in the dining room .	0
My son went to Berkeley to find himself .	The arrow found its mark .	0
The general term of an algebraic equation of the n-th degree .	The major term of a syllogism must occur twice .	0
An angry face .	Put a big sign on each face of the building that can be seen from the road .	0
Come into contact with a terrorist group .	Their anger came to a boil .	1
The press of business matters .	Stop the presses !	0
Cold is a vasoconstrictor .	Come in , out of the cold .	1
His claim that he was innocent .	Evidence contradicted the government 's claims .	1
The pursuit of love .	Unremitting pursuit of wealth does n't bring happiness , particularly if successful .	0
Both companies will retain control over the commercialization of their own products .	The government tried to accelerate the commercialization of this development .	1
This computer will connect well to the network .	Herman connected the computers together .	1
He played baseball in high school .	There was a baseball game on every empty lot .	1
Construct an argument .	Construct a proof .	1
The upward trend of stock-market prices .	Not openly liberal but that is the trend of the book .	0
These chemicals produce a noxious vapor .	This procedure produces a curious effect .	1
To raise somebody to office .	Chew with your mouth shut — were you raised in a barn ?	1
After that day she never trusted him again .	These days it is not unusual .	1
We do business all over the world .	He 's such a poor cook , I ca n't believe he 's still in business !	1
This job does n't match my dreams .	The company matched the discount policy of its competitors .	0
There 's little to earn and many to keep .	Where do you keep your gardening tools ?	0
Approach a task .	To approach the city .	0
Cure cement .	Cure resin .	1
You can visit me in the spring , when the weather is bearable .	Spring is the time of the year most species reproduce .	1
It will pay to wait .	He paid me 5000 pounds for the car .	0
Their assumption of his guilt disqualified them from jury duty .	Any society is built upon certain assumptions .	1
The word is a basic linguistic unit .	The reduced the number of units and installations .	1
He passed all the exams with ease .	They put it into containers for ease of transportation .	1
He predicted that although it is of small account now it will rapidly increase in importance .	A person of considerable account .	1
The medical resident finished a two-week rotation in pediatrics and began one in orthopaedics .	The earth 's rotation about its axis is responsible for its being slightly oblate rather than a sphere .	0
I want to get there early ; let 's roll .	The drawer rolled open .	0
Air pollution .	Her hand stopped in mid air .	0
Anthropologists do much of their work in the field .	Field work traditionally distinguishes true archaeologists from armchair archaeologists .	1
He watched the house burn .	Maple wood burns well .	1
The floor of the pelvis .	The floor of the cave .	1
Many deaf people communicate with sign language .	I feel I hardly know him ; I just wish he 'd communicate with me a little more .	1
You can use paper krona ( i.e. , bills , banknotes ) .	The book costs five krona .	1
His love for his work .	So that 's fifteen - love to Kournikova .	0
The police returned to the scene of the crime .	He made a scene .	0
He has the authority to issue warrants .	I have the authority to penalise the staff in my department , but not the authority to sack them .	1
I do n't like the look of the new design .	I do n't like the looks of this place .	1
The ship will call in Honolulu tomorrow .	A transmitter in Samoa was heard calling .	0
We must strike the enemy 's oil fields .	The Germans struck Poland on Sept. 1 , 1939 .	1
The band returned to the stage to play an encore .	He clambered up onto the stage and got the actors to help him into the box .	1
The end of the pier .	They rode to the end of the line .	1
His claim on her attentions .	Evidence contradicted the government 's claims .	0
Ready , set , go !	I went on holiday and got malaria .	0
To empty a well or a cistern .	Empty the water .	1
I 'll take the rest .	People actually accomplish more when they take time for short rests .	0
Do n't catch your meaning .	I have some free time tonight so I think I 'll catch a movie .	0
I know that the President lied to the people .	I want to know who is winning the game !	1
In a static system oil can not be replaced by water on a surface .	The system consists of a motor and a small computer .	0
It should arrive any day now .	I 've been here for 2 days and a bit .	1
The product is undergoing a change in order to improve it .	The change was intended to increase sales .	1
Moral bankruptcy .	Intellectual bankruptcy .	1
A beggar 's masquerade of wealth .	I was invited to the masquerade at their home .	1
Make friends .	Make enemies .	1
Pull your knees towards your chin .	Pull the string gently .	1
The film is set in Africa .	Set the dogs on the scent of the missing children .	0
These pipes carry waste water into the river .	Amanda carried the package .	1
The helm of the Commonwealth .	The President is at the helm of the Ship of State .	1
Masticate rubber .	The cow stood , quietly masticating its cud .	0
The face of this company .	Why the sad face ?	0
There was a saving of 50 cents .	The shift of the supplier gave us a saving of 10 percent .	1
It 's a quarter til 4 .	The wind is coming from that quarter .	0
She wanted to wipe him off the face of the earth .	He washed his face .	0
The line stretched clear around the corner .	A dedicated line .	0
Extend a loan .	The facts extend beyond a consideration of her personal assets .	0
A good sport .	A poor sport .	1
Raise my salary .	Raise a sad cry .	0
I had a brush with danger on my way to work .	He tried to avoid any brushes with the police .	1
We had a wonderful time at the party .	The judge leniently granted a sentence with no hard time .	0
I feel that we need to try harder .	It feels nice to be home again .	1
The acquisition of wealth .	The acquisition of sports equipment can be fun in itself .	1
He enjoyed the society of his friends .	This society has been known for centuries for its colorful clothing and tight-knit family structure .	0
He came to a bad end .	The end of town .	0
When these final episodes are broadcast it will be the finish of the show .	"Almost an inspiration which gives to all work that finish which is almost art ""-- Joseph Conrad ."	0
Do n't forget to charge the drill .	She was charged with supervising the creation of a concordance .	0
Running at full stretch .	By no stretch of the imagination .	1
Raise a shout .	Raise a protest .	1
The change was intended to increase sales .	This storm is certainly a change for the worse .	1
Block the graphs so one can see the results clearly .	Block a plate for printing .	0
Draw pulp from the fruit .	A ship draws ten feet of water .	0
Widespread resistance to the new urban development plans .	The enemy offered little resistance .	1
A normal year has 365 full days , but there are 366 days in a leap year .	She is 4 years old .	1
When will the meeting be ?	The postman has been today , but my tickets have still not yet come .	1
They endured a torrent of inquiries .	A torrent of abuse .	0
Many sunken ships rest on the ocean floor .	The floor of the pelvis .	1
We can not trust anyone who deceives us .	In God We Trust - written on denominations of US currency .	1
Teachers should be well trained in their subject .	Her favorite subject is physics .	1
If you find this computer for sale anywhere at a lower price , we 'll refund you the difference .	Please refund me my money .	1
Throw a javelin .	Throw a glance .	0
Can I buy you a drink ?	I asked for a hot drink .	1
The stick does not bend .	Bend the rod .	0
People turn to mysticism at the turn of a millennium .	The pedophile turned to boys for satisfaction .	1
She 's a kid . It 's normal for her to have imaginary friends .	They 're just kids .	1
Shoot a movie .	Shoot a basket .	0
The seat of these trousers is almost worn through .	He booked their seats in advance .	0
What price glory ?	They say that every politician has a price .	0
The King used to hunt these forests .	Her uncle is out hunting deer , now that it is open season .	1
Take two aspirin and call me in the morning .	I tried to call you all night .	1
The hillside behind our house is n't generally much to look at , but once all the trees turn it 's gorgeous .	In Vermont , the leaves turn early .	1
Throw the car into reverse .	She threw a beautiful teapot .	0
To purchase land , to purchase a house .	Carmen purchased a dress for $ 50 .	1
I could hear the breath of the runner behind me .	He took a deep breath and dived into the pool .	1
The base of the lamp .	The base of the skull .	0
We can use this mathematical formula to solve the problem .	We only use Spanish at home .	1
The shot was wide off the mark .	He poured a shot of whiskey .	0
They were pleased about their move to the country .	The move into my fiancé 's house took two long days .	1
It takes time to learn the setup around here .	The laboratory included an elaborate setup for measuring the energy .	0
After the trial period , she was asked to stay on and work full-time .	After graduation , she stayed on in Cambridge as a student adviser .	1
An angry face .	Dew dripped from the face of the leaf .	0
An outfitter provided everything needed for the safari .	Before his first walking holiday , he went to a specialist outfitter to buy some boots .	0
To electrify a limb , or the body .	Electrify an appliance .	1
You must carry your camping gear .	These pipes carry waste water into the river .	1
To beam forth light .	The fire beamed on their faces .	1
As the altitude increases , the temperature gets lower , so remember to bring warm clothes to the mountains .	The altitude gave her a headache .	1
I 'll meet you at the foot of the stairs .	His bare feet projected from his trousers .	0
To press a crowd back .	Press a record .	0
The development of Alaskan resources .	Such land is practical for small park developments .	0
Can I give you the children for the weekend ?	Can I give you my keys while I go in the pool ?	1
Get a life .	His heroism saved a life .	0
What will you give her for her birthday ?	He gives of his energies to the organization .	1
A set of golf clubs .	A set of teeth .	1
Did you get it ?	It must be getting more serious .	0
If the vase falls to the floor , it might break .	She broke the match .	1
The Pauli Exclusion Principle prevents two fermions from occupying the same state .	The principles of democracy .	1
Pull a bank robbery .	He regularly pulls 12-hour days , sometimes 14 .	1
You never understand what I mean !	I mean to go to Baddeck this summer .	0
Her red hat gave her outfit a splash of color .	He made a great splash and then disappeared .	0
Bear a heavy load .	Bearing orders .	1
His state of health .	The current state of knowledge .	1
I 've practiced the piano off and on , and I still ca n't play very well .	Can you play on this old recorder ?	1
I took the noon flight to Chicago .	Where is the departure gate for flight 747 ? / Go straight down and to the right .	1
Everyone showed that the ghost of an old lady haunted this crypt .	He looked like he had seen a ghost .	1
This will permit the rain to run off .	She permitted her son to visit her estranged husband .	0
The computer weather model did not correctly predict the path of the hurricane .	A model of clarity .	0
They moved in under a mask of friendship .	No mask could conceal his ignorance .	1
Politicians have to respect a mass movement .	Movement is a sign of life .	0
He detected a note of sarcasm .	There was a note of gaiety in her manner .	1
The pit floor showed where a ring of post holes had been .	The floor of a cave served the refugees as a home .	1
I will work hard to improve my grades .	John worked with Paul at finishing the task .	1
We must move quickly .	To move in a matter .	1
These two copies are supposed to be identical , but they do n't match .	Let them match their best athletes against ours .	0
He had to appear in court last month .	Homo sapiens appeared millions of years ago .	0
Alternately relax and tense your calf muscle .	The bodybuilder 's neck muscles tensed .	0
Where do these books go ?	It 's your turn ; go .	0
To send a message , or a letter .	Nora sent me the book .	1
The key to winning a game .	They were carrying two keys of heroin .	0
The town debated the purification of the water supply .	First you have to cut off the water .	1
These shoes come in three colors .	The sleeves come to your knuckles .	0
Yet Butler professes to stick to plain facts , not to sophisticate , not to refine . — M. Arnold .	To sophisticate the understanding . — Southey .	1
Payments fall on the 1st of the month .	Night fell .	0
The boxer was a magnificent fighting machine .	The war machine .	0
Fall prey to an imposter .	The line of men fall forward .	0
Drive the forest .	What are you driving at ?	0
While there 's life there 's hope .	Having experienced both , the vampire decided that he preferred (un)death to life .	1
The course was less than a mile .	He took a course in basket weaving .	0
We 've been having a lot of rain lately .	The rains came late that year .	1
Ears open to catch every sound .	If he catches you on the chin , you 'll be on the mat .	0
He was given credit for his work .	I give you credit for owning up to your mistake .	1
A ten day 's leave to visit his mother .	She was granted leave to speak .	0
The newspaper is featuring a competition to win a car .	Business competition can be fiendish at times .	0
Lie dormant .	The book lies on the table .	0
Close up an umbrella .	Her arms closed around her long lost relative .	0
Raise a mutiny .	Raised edges .	0
Pull the string gently .	Pull the handle towards you .	1
Fall by the wayside .	He fell to his knees .	0
It was a fight to the finish .	He applied a coat of a clear finish .	0
This diamond comes from a mine in South Africa .	He came out of the coal mine with a face covered in black .	1
Open the door a crack .	We managed to squeeze through a crack in the rock wall .	1
The locus of points equidistant from a given point is a circle .	A circle is the locus of points from which the distance to the center is a given value , the radius .	1
The voice of the law .	The noisy voice of the waterfall .	0
He left school before the end of term .	The term allowed to a debtor to discharge his debt .	1
The manager had only four starting pitchers in his rotation .	The medical resident finished a two - week rotation in pediatrics and began one in orthopaedics .	1
The cover concealed their guns from enemy aircraft .	The fox was flushed from its cover .	0
Stay alone .	The judge stayed the execution order .	0
Every artist needs an audience .	He requested an audience with the king .	0
I take it you 're not going ?	Looking at him as he came into the room , I took him for his father .	1
The flight to Paris leaves at 7 o'clock tonight .	I took the noon flight to Chicago .	1
He bought some reading material at the airport .	He has a job meter reading for the gas company .	0
He was in the employ of the city .	The school district has six thousand teachers in its employ .	1
The Earth turns .	The wheels are turning .	1
We only use Spanish at home .	He does n't know how to use a computer .	1
A four-month stay in bankruptcy court .	They had a nice stay in Paris .	1
You must carry your camping gear .	Amanda carried the package from home to New York .	1
You were in the courtroom . What is your reaction ?	A bad reaction to the medicine .	1
Can you teach me to sew ?	Wanda taught the students .	1
The ocean was finally at rest .	A body will continue in a state of rest until acted upon .	1
Draw pulp from the fruit .	Draw blood and pus .	0
What do you get when you add up these numbers ?	My children finally got me to buy a computer .	0
When will the meeting be ?	The dog was drowned by the boy .	1
Fly a kite .	Lindbergh was the first to fly the Atlantic .	0
Drop me a line when you get there .	They attacked the enemy 's line .	0
He was arrested on a charge of larceny .	The charges against the estate .	0
Play cards .	He plays on three teams .	1
This computer will connect well to the network .	Our computers connected .	1
He admired the inclusion of so many ideas in such a short work .	An inclusion in the cytoplasm of the cell .	0
She wants to leave .	He left the Senate after two terms .	1
The iPhone application VR+ connects to major social networks .	He has tried several different word processing applications .	1
The song of bullets was in the air .	The song of the wind .	1
He managed to show a bold face despite his embarrassment .	The face of this company .	1
To raise a wall , or a heap of stones .	Raise a siege .	0
The battery had a short life .	While there 's life there 's hope .	0
We thought we would win but only ended up in fourth place .	If you were in my place what would you do ?	0
I could see the roof of the bear 's mouth .	The roof of the cave was very high .	1
He was admitted to the bar in New Jersey .	Unfortunately some writers have used bar for one dyne per square centimeter .	0
He ate a large bag of popcorn .	He carried his small bag onto the plane with him .	0
Straighten hair .	Straighten this post .	1
Mailed an indignant letter to the editor .	A blood letter .	0
He was on the heavy side .	It brought out his better side .	1
The second movement is slow and melodic .	A broad movement of the electorate to the right .	0
He was winning until he got a split in the tenth frame .	They announced a two-for-one split of the common stock .	0
He 's family .	His family has lived in Massachusetts since the Mayflower .	0
To call the roll of a military company .	The ship will call in Honolulu tomorrow .	0
That 's three times he 's made the same mistake .	He called four times .	1
